cliente;cpf_cnpj;uf;porte_do_cliente;natureza_do_cliente;setor_cnae;data_da_contratacao;valor_desembolsado_reais;juros;prazo_amortizacao_meses;situacao_da_operacao
TRANSPORTES ZONA OESTE LTDA;**.*94.702/0001-**; RJ;GRANDE;PRIVADA;COMERCIO E SERVICOS;2008-12-10;1305000,0;6,81;45;LIQUIDADA
CARLMARJA FABRICACAO DE MOLDURAS DE MADEIRA LTDA - ME;**.*27.261/0001-**; SC;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2015-06-01;214900,0;7,0;72;LIQUIDADA
OXIBRASOL TRANSPORTES LTDA;**.*76.421/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2004-07-30;100000,0;5,0;60;LIQUIDADA
ETAVA TRANSPORTES VALINHOS LTDA;**.*94.125/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2008-05-27;376000,0;7,8;57;LIQUIDADA
LOUIS DREYFUS COMPANY SUCOS S.A.;**.*31.373/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2010-11-08;42560,0;5,5;48;LIQUIDADA
BRILL E CIA LTDA;**.*73.601/0001-**; RS;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2025-02-03;40000,0;7,41;36;ATIVA
TRATOMAQ  TECNOLOGIA EM EQUIPAMENTOS LTDA  EPP;**.*85.925/0001-**; PA;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2016-07-26;27946,0;6,6;33;LIQUIDADA
TOPE PARTICIPACOES LIMITADA;**.*96.271/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2017-03-20;54022,0;4,5;54;LIQUIDADA
HELLEY RIBEIRO NEVES;**.*45.422/0001-**; BA;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-05-11;152910,0;4,8;24;LIQUIDADA
SOLUCOES E SERVICOS  J A LTDA;**.*25.497/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2026-04-17;450000,0;53,83;48;ATIVA
RAJA LOG TRANSPORTES LTDA;**.*08.561/0001-**; ES;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2014-10-31;310500,0;6,0;57;LIQUIDADA
FERRO E ACO TAKONO LTDA;**.*31.354/0001-**; MG;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2005-08-23;53991,0;6,0;36;LIQUIDADA
COMERCIO DE MATERIAIS DE CONSTRUCAO BELA VISTA LTDA;**.*58.224/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2016-03-08;113500,0;5,6;45;LIQUIDADA
ENERJAX COMERCIO DE BATERIAS LTDA;**.*38.645/0001-**; RJ;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2012-09-19;99900,0;5,5;54;LIQUIDADA
VALE DO TIBAGI TRANSPORTES E LOGISTICA LTDA;**.*03.256/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2015-10-21;175000,0;9,5;42;LIQUIDADA
CLEDOMIR QUADROS & RODRIGO QUADROS LTDA;**.*09.562/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2003-06-05;60000,0;5,0;42;LIQUIDADA
MAGNESITA SA;**.*91.268/0001-**; BA;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2002-04-18;1200000,0;2,95;72;LIQUIDADA
AFFONSO DITZEL & CIA LTDA;**.*38.661/0001-**; PR;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-07-09;140000,0;5,5;57;LIQUIDADA
COELGE CONSTRUCAO DE OBRAS ELETRICAS LTDA;**.*99.018/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2015-08-19;203000,0;9,5;42;LIQUIDADA
IZABEL CRISTINA LACERDA DE OLIVEIRA;**.*82.190/0001-**; BA;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-02-10;70245,0;3,79;57;LIQUIDADA
TONIOLO BUSNELLO;**.*23.977/0001-**; RS;GRANDE;PRIVADA;COMERCIO E SERVICOS;2010-04-26;528000,0;4,5;60;LIQUIDADA
AMS INDUSTRIA E COMERCIO DE COMPONENTES ELETRICOS LTDA;**.*40.851/0001-**; SP;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2025-09-25;1200000,0;4,69;45;ATIVA
ZANCA TRANSPORTES LTDA;**.*56.002/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-07-30;126252,0;8,0;45;LIQUIDADA
ASSOCIACAO AMBIENTAL CULTIVAR;**.*00.270/0001-**; MG;GRANDE;PRIVADA;COMERCIO E SERVICOS;2012-05-02;44100,0;4,75;54;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2005-05-18;1500,0;8,75;12;LIQUIDADA
JBS S/A;**.*16.265/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-05-11;452000,0;4,22;54;LIQUIDADA
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;**.*16.560/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2003-04-29;15000,0;4,0;84;LIQUIDADA
AGRICOLA HORIZONTE LTDA;**.*37.979/0001-**; PR;GRANDE;PRIVADA;COMERCIO E SERVICOS;2011-11-16;574700,0;8,7;95;LIQUIDADA
SANTA TEREZINHA GERACAO DE ENERGIA LTDA;**.*81.215/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-05-05;1024110,0;4,5;99;LIQUIDADA
TRANSPORTADORA ANTONIO GROSSL LIMITADA;**.*49.806/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2005-03-23;129060,0;6,5;30;LIQUIDADA
REFRIGERACAO DUFRIO COMERCIO E IMPORTACAO S.A.;**.*54.239/0001-**; RS;GRANDE;PRIVADA;COMERCIO E SERVICOS;2013-04-05;68400,0;3,0;108;LIQUIDADA
BIANCHINI LOGISTICA LTDA;**.*13.293/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-04-28;57000,0;2,31;45;LIQUIDADA
ADVANSIS ADJUVANTES LTDA;**.*08.529/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2023-03-31;200000,0;22,54;48;ATIVA
GRUPO K1 S.A.;**.*12.882/0001-**; RS;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2010-06-04;1964832,0;4,5;108;LIQUIDADA
BARCELOS & CIA LTDA;**.*98.795/0001-**; RJ;GRANDE;PRIVADA;COMERCIO E SERVICOS;2008-09-22;51520,0;3,8;48;LIQUIDADA
DOCE BRASIL COMERCIO DE ALIMENTOS LTDA;**.*02.848/0001-**; BA;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2003-07-30;50544,0;11,77;36;LIQUIDADA
VIACAO COMETA S A;**.*84.018/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2012-03-07;530425,0;2,4;60;LIQUIDADA
JOSE EUCLIDES FLORINTINO ALVES;**.*59.374/0001-**; PE;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-01-11;20709,0;4,9;57;LIQUIDADA
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;**.*16.560/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2006-05-12;5992,0;3,0;60;LIQUIDADA
BENINI E CIA LTDA;**.*25.759/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2022-09-12;1263000,0;4,15;45;ATIVA
COMERCIAL DE CEREAIS MARIAN LTDA;**.*32.448/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2009-11-19;99000,0;7,0;57;LIQUIDADA
TUBOSSINOS TUBOS DE CONCRETO PARA SANEAMENTO LTDA EPP;**.*40.305/0001-**; RS;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2013-09-25;185510,0;3,0;54;LIQUIDADA
TRATORMAQ RECUPERADORA DE MAQUINAS LTDA;**.*64.643/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2023-05-30;5000,0;15,93;24;LIQUIDADA
LUCIO JOSE DE MEDEIROS JUNIOR - ME;**.*93.990/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2015-09-17;27009,0;19,14;66;LIQUIDADA
EXPRESSO VERA CRUZ LTDA                      (10984821);**.*84.821/0001-**; PE;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2022-10-26;5480800,0;3,95;24;LIQUIDADA
LOC-LIMP LOCADORA DE VEICULOS E EQUIPAMENTOS LTDA;**.*32.679/0001-**; GO;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2018-10-15;172000,0;4,46;57;LIQUIDADA
BANCO SANTANDER (BRASIL) S.A.;**.*00.888/0001-**; SP;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2003-12-29;58660,0;8,75;48;LIQUIDADA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2007-12-12;9500,0;2,0;72;LIQUIDADA
GARB LOCACOES DE VEICULOS DE CARGA LTDA;**.*85.633/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-11-10;156631,0;4,5;18;LIQUIDADA
MERCALUB ABASTECEDORA LTDA;**.*09.630/0001-**; RJ;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-03-14;104848,0;5,5;96;LIQUIDADA
GRAMAR GRAMAS ESPECIAIS LTDA;**.*92.919/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-08-05;105021,0;5,9;57;LIQUIDADA
USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL;**.*09.825/0001-**; SP;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2005-04-26;226800,0;13,0;54;LIQUIDADA
TRANSPORTES COLETIVOS GRANDE LONDRINA LTDA;**.*57.635/0001-**; PR;GRANDE;PRIVADA;COMERCIO E SERVICOS;2006-05-24;518400,0;4,75;36;LIQUIDADA
MACOE TRANSPORTES LOGISTICA E ARMAZENAGEM LTDA;**.*39.890/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-09-21;305000,0;7,0;57;LIQUIDADA
CIA INDUSTRIAL DE CERAMICA;**.*29.879/0001-**; PB;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2007-08-21;287000,0;4,0;45;LIQUIDADA
SUPERMERCADO SUPERSUL LTDA;**.*01.985/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2009-10-05;1200000,0;5,85;33;LIQUIDADA
ROMI S.A.;**.*20.428/0001-**; MG;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2002-06-25;144936,0;6,0;42;LIQUIDADA
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;**.*16.560/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2008-12-04;7000,0;1,0;96;LIQUIDADA
TRANSPORTES EVERSON LTDA;**.*59.385/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-12-30;318000,0;7,0;57;LIQUIDADA
UNIAO COMERCIAL BARAO S/A LOCACAO E EMPREENDIMENTOS;**.*13.278/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2011-03-15;184500,0;8,0;57;LIQUIDADA
SAO CAETANO COMPENSADOS LTDA;**.*86.156/0001-**; SC;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2017-09-11;331408,0;6,6;48;LIQUIDADA
DRILLING COMPANY CONSTRUCOES LTDA;**.*16.306/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2014-08-05;32400,0;6,0;57;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; MG;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-05-25;22000,0;8,75;48;LIQUIDADA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2007-11-16;16130,0;2,0;72;LIQUIDADA
TRANSPORTADORA MARCOS LTDA;**.*88.603/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2004-04-08;180000,0;4,0;42;LIQUIDADA
MICROMECANICA, INDUSTRIA, COMERCIO, IMPORTACAO E EXPORT;**.*88.582/0001-**; SC;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2010-08-12;210000,0;5,5;54;LIQUIDADA
LEAO ENGENHARIA S/A;**.*10.550/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2007-07-04;472000,0;4,0;45;LIQUIDADA
J IVAN RABELO  CUNHA;**.*30.612/0001-**; CE;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2011-11-16;100000,0;7,47;33;LIQUIDADA
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A;**.*45.829/0001-**; ES;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-29;10192,0;4,0;60;LIQUIDADA
TRANSPORTES FRAMENTO LTDA;**.*66.315/0001-**; RJ;GRANDE;PRIVADA;COMERCIO E SERVICOS;2016-05-20;52500,0;4,25;57;LIQUIDADA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2009-10-02;100000,0;2,0;96;LIQUIDADA
BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS AGRIC;**.*38.097/0001-**; PR;GRANDE;PRIVADA;COMERCIO E SERVICOS;2013-12-06;86850,0;3,5;66;LIQUIDADA
RASIP ALIMENTOS LTDA;**.*89.468/0001-**; RS;GRANDE;PRIVADA;AGROPECUÁRIA E PESCA;2014-03-31;163200,0;6,0;96;LIQUIDADA
SOMOV S/A;**.*25.387/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2010-08-23;59600,0;5,5;33;LIQUIDADA
LEANDRO DA SILVA E CIA LTDA;**.*79.945/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-10-26;157500,0;4,5;54;LIQUIDADA
F C SOARES CAMARA - EPP;**.*72.868/0001-**; RN;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2015-03-20;100000,0;6,5;30;LIQUIDADA
ABC COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA;**.*50.769/0001-**; GO;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-07-09;355000,0;5,5;60;LIQUIDADA
TRANSPORTADORA PRINT LTDA;**.*34.846/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2013-06-25;700000,0;3,0;57;LIQUIDADA
LATICINIOS PORTO ALEGRE INDUSTRIA E COMERCIO S/A;**.*01.334/0001-**; MG;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2013-09-09;2742858,0;3,5;96;LIQUIDADA
SUPERMERCADO ELIAS E MOREIRA LTDA;**.*00.513/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2010-09-09;36629,0;8,0;33;LIQUIDADA
SUPERMERCADO ROVARIS LTDA;**.*15.924/0001-**; MT;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2015-10-07;244998,0;9,5;54;LIQUIDADA
LUSIA PEREIRA DA SILVA TRANSPORTES-ME;**.*91.767/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-07-24;185000,0;5,5;54;LIQUIDADA
MINERACAO DIBASE PEDREIRA LTDA;**.*11.698/0001-**; SP;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-06-10;472500,0;6,5;57;LIQUIDADA
FORTALEZA DESENTUPIDORA E DEDETIZADORA LTDA EPP;**.*68.789/0001-**; SP;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2014-03-18;164660,0;6,0;45;LIQUIDADA
A. G. PRODUCOES & EVENTOS LTDA;**.*45.813/0001-**; PE;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-12-07;118000,0;2,5;84;LIQUIDADA
EMILIO FABIO MARIANO SILVA EPP;**.*51.761/0001-**; AL;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-07-04;96600,0;2,31;54;LIQUIDADA
CLINICA RADIOLOGICA LUCILO MARANHAO LTDA;**.*44.848/0001-**; PE;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2014-04-15;2495000,0;4,5;54;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; BA;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2002-09-12;80000,0;8,75;48;LIQUIDADA
G. BARBOSA UCHOA;**.*62.073/0001-**; MA;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-03-31;20929,0;5,9;57;LIQUIDADA
OPERA ENGENHARIA LTDA;**.*76.056/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-05-31;153000,0;5,5;48;LIQUIDADA
MUNDO DOS FERROS DISTRIBUIDORA DE FERROS E ACO LTDA;**.*52.534/0001-**; TO;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2010-01-06;111429,0;7,0;54;LIQUIDADA
CONFECCOES LIMA LTDA;**.*71.778/0001-**; SC;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2021-12-23;50000,0;21,8;54;ATIVA
BANCO DE DESENVOLVIMENTO DO ESPIRITO SANTO S/A;**.*45.829/0001-**; ES;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2008-04-16;18360,0;2,0;60;LIQUIDADA
ABATEDOURO PRADENSE S.A.;**.*86.302/0001-**; MG;MÉDIA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-11-27;39800,0;2,5;84;LIQUIDADA
OLFAR S/A - ALIMENTO E ENERGIA;**.*30.836/0001-**; RS;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2010-03-11;1464166,0;5,6;84;LIQUIDADA
COTEX CONSULTORIA TECNICA E EXECUCOES LTDA;**.*35.189/0001-**; BA;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-11-26;115000,0;2,5;57;LIQUIDADA
TERRASSIS TERRAPLANAGEM E SANEAMENTO LTDA;**.*79.518/0001-**; SP;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2018-03-28;390000,0;8,1;45;LIQUIDADA
MERCEARIA BOM JARDIM LTDA - ME;**.*80.516/0001-**; MS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2016-11-14;100000,0;13,0;18;LIQUIDADA
RONDA FIT LTDA;**.*44.894/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2026-02-12;100000,0;22,47;48;ATIVA
PORTOLOG TRANSPORTES LTDA;**.*46.756/0001-**; SC;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2018-09-24;355000,0;4,46;57;LIQUIDADA
BANCO COOPERATIVO SICREDI S.A.;**.*81.521/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2003-05-30;15000,0;4,0;84;LIQUIDADA
TRANSMARONI TRANSPORTES BRASIL RODOVIARIOS LTDA;**.*31.403/0001-**; SC;GRANDE;PRIVADA;COMERCIO E SERVICOS;2025-06-30;367000,0;17,61;54;ATIVA
ATACADO FERNANDES DE GENEROS ALIMENTICIOS, IMPORTADORA;**.*15.585/0001-**; MS;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-08-08;110000,0;5,5;45;LIQUIDADA
ADAO AGUILERA DOS SANTOS ME;**.*61.530/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-07-18;93000,0;3,9;57;LIQUIDADA
MENDES & ALCANFOR LTDA;**.*48.552/0001-**; GO;MICRO;PRIVADA;COMERCIO E SERVICOS;2010-05-25;79200,0;4,5;54;LIQUIDADA
PLATINO COMERCIO E SERVICOS LTDA;**.*01.023/0001-**; PA;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2008-09-02;148000,0;4,5;36;LIQUIDADA
PICINATTO TRANSPORTES RODOVIARIOS LTDA;**.*35.345/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2016-08-17;64000,0;5,9;57;LIQUIDADA
AUTO VIACAO SAO JOSE LTDA                    (41329129);**.*29.129/0001-**; CE;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-05-16;470860,0;7,7;36;LIQUIDADA
DISTRIBUIDORA DE BEBIDAS SERTANEJA LTDA;**.*52.916/0001-**; BA;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2012-06-13;1543500,0;4,9;57;LIQUIDADA
ELTON FABIANO PEREIRA DA SILVA & CIA LTDA;**.*35.892/0001-**; BA;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2020-06-23;205000,0;9,25;35;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-07;1500,0;8,75;60;LIQUIDADA
TRANSRIZZO LOGISTICA LTDA - ME;**.*26.589/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2012-10-24;155800,0;2,5;60;LIQUIDADA
AUTO VIACAO REGINAS LTDA;**.*36.278/0001-**; RJ;GRANDE;PRIVADA;COMERCIO E SERVICOS;2014-11-26;1560000,0;6,0;42;LIQUIDADA
NUTRISAL INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO LTD;**.*39.698/0001-**; GO;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2013-09-11;177300,0;4,0;45;LIQUIDADA
DISTRIBUIDORA DE PRODUTOS DE PETROLEO IPIRANGA SA;**.*89.256/0001-**; RS;GRANDE;PRIVADA;COMERCIO E SERVICOS;2005-08-29;127024,0;4,8;48;LIQUIDADA
VALMIR TIMM DA SILVA;**.*68.609/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2019-07-24;10000,0;2,92;60;LIQUIDADA
ROMI S.A.;**.*20.428/0001-**; PR;GRANDE;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2007-01-31;121500,0;4,5;42;LIQUIDADA
CATEDRAL EMPRESA DE TRANSPORTE DE PASSAGEIROS LTDA;**.*59.898/0001-**; RS;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2017-02-24;120000,0;5,9;54;LIQUIDADA
CAPONI SERVICOS AUTOMOTIVOS LTDA;**.*62.503/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2025-12-19;3500,0;17,22;60;ATIVA
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;**.*16.560/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2005-04-12;5900,0;4,0;48;LIQUIDADA
FLUAIR COMPONENTES PNEUMATICOS LTDA;**.*34.750/0001-**; SC;PEQUENA;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2011-07-06;500000,0;5,49;21;LIQUIDADA
ATUAL SUPERMERCADO LTDA;**.*90.392/0001-**; RN;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2020-12-31;280000,0;11,72;33;LIQUIDADA
CRN TRANSPORTES E LOCACOES LTDA;**.*36.841/0001-**; MG;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-10-19;93000,0;10,0;57;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; PR;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-01;3660,0;4,0;36;LIQUIDADA
GPO MERCANTIL E ENGENHARIA LTDA;**.*64.275/0001-**; MG;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2013-05-24;277000,0;3,0;45;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2003-11-10;74115,0;8,75;84;LIQUIDADA
TRANSPORTES BEGNINI LTDA;**.*45.922/0001-**; PR;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2008-09-08;237500,0;4,4;48;LIQUIDADA
RESTAURANTE E LANCHONETE CAPRA LTDA;**.*31.593/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2020-03-11;110000,0;6,31;34;LIQUIDADA
COPOBRAS S/A. INDUSTRIA E COMERCIO DE EMBALAGENS;**.*45.822/0001-**; SC;GRANDE;PRIVADA;COMERCIO E SERVICOS;2010-02-02;112000,0;7,0;54;LIQUIDADA
ANTONIO CARLOS DESORDI;**.*42.364/0001-**; MT;MICRO;PRIVADA;COMERCIO E SERVICOS;2013-08-07;178200,0;3,0;66;LIQUIDADA
BIANCHINI COMERCIO E SERVICOS LTDA.;**.*42.395/0001-**; RS;MICRO;PRIVADA;COMERCIO E SERVICOS;2016-12-20;272000,0;4,6;54;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-11;10000,0;4,0;60;LIQUIDADA
S. P. PARAFUSOS LTDA;**.*55.945/0001-**; RO;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2025-10-28;100000,0;5,49;33;ATIVA
AGROFUTURO PRODUTOS AGRICOLAS LTDA.;**.*67.115/0001-**; PR;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2025-11-11;50000,0;15,7;60;ATIVA
FINOBRASA AGROINDUSTRIAL S/A;**.*98.764/0001-**; RN;GRANDE;PRIVADA;COMERCIO E SERVICOS;2012-06-22;66510,0;5,5;96;LIQUIDADA
ORLANDO ARNALDO BENTO 95324410934;**.*04.803/0001-**; SC;MICRO;PRIVADA;COMERCIO E SERVICOS;2024-09-13;5000,0;1,44;54;ATIVA
TECNOPRESS INDUSTRIA METALURGICA LTDA;**.*66.734/0001-**; RS;MICRO;PRIVADA;INDUSTRIA DE TRANSFORMAÇÃO;2012-09-10;14400,0;5,5;57;LIQUIDADA
EMBRASCOL COMERCIO E SERVICOS LTDA;**.*86.099/0001-**; GO;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2009-12-30;119700,0;7,0;33;LIQUIDADA
J. BATISTA GOMES LTDA;**.*42.930/0001-**; RO;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2009-03-27;50000,0;4,8;24;LIQUIDADA
COOPERATIVA CENTRAL DE CREDITO COM INTERACAO SOLIDARIA;**.*01.771/0001-**; SC;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-01;6900,0;4,0;60;LIQUIDADA
VAMOS LOCACAO DE CAMINHOES, MAQUINAS E EQUIPAMENTOS S.A;**.*73.000/0001-**; SP;GRANDE;PRIVADA;COMERCIO E SERVICOS;2014-05-29;9007,0;3,5;54;LIQUIDADA
LF CONSTRUCAO E COMERCIO DE MATERIAIS DE CONSTRUCAO LTD;**.*46.373/0001-**; MG;MÉDIA;PRIVADA;COMERCIO E SERVICOS;2013-04-01;60000,0;3,0;54;LIQUIDADA
BANCO DO BRASIL SA;**.*00.000/0001-**; RS;MICRO;PRIVADA;AGROPECUÁRIA E PESCA;2004-06-25;1500,0;8,75;12;LIQUIDADA
BENEDETTA LOGISTICA LTDA;**.*60.566/0001-**; SC;PEQUENA;PRIVADA;COMERCIO E SERVICOS;2026-02-27;619000,0;13,37;42;ATIVA
VALDIR BONETE DOS SANTOS;**.*62.746/0001-**; PR;MICRO;PRIVADA;COMERCIO E SERVICOS;2011-09-19;119700,0;4,1;57;LIQUIDADA
